
Circuit: .options savecurrents

.ic: no such command available in ngspice
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000


No. of Data Rows : 1
********************************************
Transient analysis
********************************************
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000


Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
1                                            0
6                                      8.52305
3                                 -1.79914e-12
2                                 -5.81786e-13
5                                 -4.99751e-13
7                                  1.91049e-13
4                                  1.91049e-13
8                                  2.85152e-13
hd#branch                           0.00283376
vd#branch                         -9.35544e-17
vcc#branch                        -5.71791e-16


No. of Data Rows : 2008

The file "trans.ps" may be printed on a postscript printer.
trans_FIG
                             .options savecurrents
                             Transient Analysis  Sun Apr  4 18:29:48  2021
--------------------------------------------------------------------------------
Index   time            v(6)            
--------------------------------------------------------------------------------
0	0.000000e+00	8.523047e+00	
1	1.000000e-07	8.522431e+00	
2	2.000000e-07	8.521814e+00	
3	4.000000e-07	8.520582e+00	
4	8.000000e-07	8.518118e+00	
5	1.600000e-06	8.513191e+00	
6	3.200000e-06	8.503347e+00	
7	6.400000e-06	8.483694e+00	
8	1.280000e-05	8.444549e+00	
9	2.280000e-05	8.383883e+00	
10	3.280000e-05	8.323941e+00	
11	4.280000e-05	8.264851e+00	
12	5.280000e-05	8.206736e+00	
13	6.280000e-05	8.149721e+00	
14	7.280000e-05	8.093921e+00	
15	8.280000e-05	8.039451e+00	
16	9.280000e-05	7.986418e+00	
17	1.028000e-04	7.934925e+00	
18	1.128000e-04	7.885071e+00	
19	1.228000e-04	7.836946e+00	
20	1.328000e-04	7.790634e+00	
21	1.428000e-04	7.746214e+00	
22	1.528000e-04	7.703756e+00	
23	1.628000e-04	7.663323e+00	
24	1.728000e-04	7.624972e+00	
25	1.828000e-04	7.588749e+00	
26	1.928000e-04	7.554695e+00	
27	2.028000e-04	7.522841e+00	
28	2.128000e-04	7.493210e+00	
29	2.228000e-04	7.465817e+00	
30	2.328000e-04	7.440668e+00	
31	2.428000e-04	7.417761e+00	
32	2.528000e-04	7.397084e+00	
33	2.628000e-04	7.378618e+00	
34	2.728000e-04	7.362336e+00	
35	2.828000e-04	7.348202e+00	
36	2.928000e-04	7.336171e+00	
37	3.028000e-04	7.326190e+00	
38	3.128000e-04	7.318201e+00	
39	3.228000e-04	7.312136e+00	
40	3.328000e-04	7.307919e+00	
41	3.428000e-04	7.305469e+00	
42	3.528000e-04	7.304698e+00	
43	3.628000e-04	7.305511e+00	
44	3.728000e-04	7.307806e+00	
45	3.828000e-04	7.311479e+00	
46	3.928000e-04	7.316417e+00	
47	4.028000e-04	7.322505e+00	
48	4.128000e-04	7.329622e+00	
49	4.228000e-04	7.337645e+00	
50	4.328000e-04	7.346445e+00	
51	4.428000e-04	7.355894e+00	
52	4.528000e-04	7.365858e+00	
53	4.628000e-04	7.376204e+00	
54	4.728000e-04	7.386796e+00	

Index   time            v(6)            
--------------------------------------------------------------------------------
55	4.828000e-04	7.397499e+00	
56	4.928000e-04	7.408177e+00	
57	5.028000e-04	7.418693e+00	
58	5.128000e-04	7.428914e+00	
59	5.228000e-04	7.438706e+00	
60	5.328000e-04	7.447937e+00	
61	5.428000e-04	7.456480e+00	
62	5.528000e-04	7.464208e+00	
63	5.628000e-04	7.470999e+00	
64	5.728000e-04	7.476735e+00	
65	5.828000e-04	7.481302e+00	
66	5.928000e-04	7.484592e+00	
67	6.028000e-04	7.486500e+00	
68	6.128000e-04	7.486929e+00	
69	6.228000e-04	7.485788e+00	
70	6.328000e-04	7.482991e+00	
71	6.428000e-04	7.478460e+00	
72	6.528000e-04	7.472124e+00	
73	6.628000e-04	7.463919e+00	
74	6.728000e-04	7.453788e+00	
75	6.828000e-04	7.441684e+00	
76	6.928000e-04	7.427566e+00	
77	7.028000e-04	7.411402e+00	
78	7.128000e-04	7.393170e+00	
79	7.228000e-04	7.372853e+00	
80	7.328000e-04	7.350444e+00	
81	7.428000e-04	7.325947e+00	
82	7.528000e-04	7.299371e+00	
83	7.628000e-04	7.270735e+00	
84	7.728000e-04	7.240067e+00	
85	7.828000e-04	7.207401e+00	
86	7.928000e-04	7.172782e+00	
87	8.028000e-04	7.136262e+00	
88	8.128000e-04	7.097900e+00	
89	8.228000e-04	7.057762e+00	
90	8.328000e-04	7.015924e+00	
91	8.428000e-04	6.972467e+00	
92	8.528000e-04	6.927478e+00	
93	8.628000e-04	6.881052e+00	
94	8.728000e-04	6.833289e+00	
95	8.828000e-04	6.784295e+00	
96	8.928000e-04	6.734180e+00	
97	9.028000e-04	6.683061e+00	
98	9.128000e-04	6.631056e+00	
99	9.228000e-04	6.578291e+00	
100	9.328000e-04	6.524890e+00	
101	9.428000e-04	6.470985e+00	
102	9.528000e-04	6.416706e+00	
103	9.628000e-04	6.362188e+00	
104	9.728000e-04	6.307564e+00	
105	9.828000e-04	6.252972e+00	
106	9.928000e-04	6.198545e+00	
107	1.002800e-03	6.144420e+00	
108	1.012800e-03	6.090730e+00	
109	1.022800e-03	6.037608e+00	
110	1.032800e-03	5.985186e+00	
111	1.042800e-03	5.933591e+00	
112	1.052800e-03	5.882948e+00	

Index   time            v(6)            
--------------------------------------------------------------------------------
113	1.062800e-03	5.833380e+00	
114	1.072800e-03	5.785004e+00	
115	1.082800e-03	5.737934e+00	
116	1.092800e-03	5.692277e+00	
117	1.102800e-03	5.648137e+00	
118	1.112800e-03	5.605612e+00	
119	1.122800e-03	5.564792e+00	
120	1.132800e-03	5.525763e+00	
121	1.142800e-03	5.488601e+00	
122	1.152800e-03	5.453379e+00	
123	1.162800e-03	5.420158e+00	
124	1.172800e-03	5.388996e+00	
125	1.182800e-03	5.359940e+00	
126	1.192800e-03	5.333029e+00	
127	1.202800e-03	5.308295e+00	
128	1.212800e-03	5.285762e+00	
129	1.222800e-03	5.265444e+00	
130	1.232800e-03	5.247347e+00	
131	1.242800e-03	5.231469e+00	
132	1.252800e-03	5.217799e+00	
133	1.262800e-03	5.206318e+00	
134	1.272800e-03	5.196998e+00	
